Date,Sender,Reason,Candidate Amount,Candidate Type,Candidate Party,Reference,Raw SMS
2025-03-16 19:24,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0316185228121738. 1513925418 has recharged your account with 20 Taka. 
2025-03-15 15:02,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0315143032188021. 1553951638 has recharged your account with 20 Taka. 
2025-03-13 18:40,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0313180904132087. 1553951638 has recharged your account with 30 Taka. 
2025-03-12 23:20,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0312224857191237. 1513925418 has recharged your account with 20 Taka. 
2025-03-10 11:03,+8801969926075,Multiple matching accounts,1000.00,Expense,DPDC,,"Dear Customer, Tk. 1000 (Details : Energy Cost:957.12,VAT:47.62:Rebate Amount-4.74) is successfully recharged for Meter no 70039035 and Customer no 32205988. Your meter balance is Tk. 743.02 as on 2025-03-10.  Thanking You,  DPDC."
2025-03-10 11:03,16216,SMS could not be parsed: NotATransaction,,,,,"Tk1,000.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:5222565632 Fee: Tk.00 Date:10-MAR-25 11:03:16 am."
2025-03-10 11:00,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk1,000.00 Fee: Tk.00, Your A/C Balance: Tk1,005.00.TxnId:5222634418 Date:10-MAR-25 11:00:49 am. Download https://bit.ly/nexuspay"
2025-03-09 09:52,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0309092047122807. 1513925418 has recharged your account with 30 Taka. 
2025-03-08 20:05,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0308193351143547. 1513925317 has recharged your account with 20 Taka. 
2025-03-05 18:49,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0305181758176839. 1513925418 has recharged your account with 20 Taka. 
2025-03-01 18:42,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0301181051142906. 1513925418 has recharged your account with 30 Taka. 
2025-02-27 16:00,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0227152901124346. 1513925415 has recharged your account with 30 Taka. 
2025-02-26 18:34,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0226180323104371. 1513925415 has recharged your account with 20 Taka. 
2025-02-23 18:23,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0223175210165666. 1553983814 has recharged your account with 20 Taka. 
2025-02-22 23:06,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0222223609128227. 1513925316 has recharged your account with 20 Taka. 
2025-02-21 10:06,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0221093515167543. 1513925418 has recharged your account with 20 Taka. 
2025-02-20 23:11,telecharge,Multiple matching accounts,25.00,Expense,,,Transaction ID is 0220224058113719. 1553951642 has recharged your account with 25 Taka. 
2025-02-18 23:58,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0218232728133992. 1513925418 has recharged your account with 20 Taka. 
2025-02-12 15:19,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0212144904189656. 1513925418 has recharged your account with 20 Taka. 
2025-02-09 10:16,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0209094544178402. 1513925418 has recharged your account with 20 Taka. 
2025-02-08 14:47,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0208141652191443. 1513925418 has recharged your account with 20 Taka. 
2025-02-08 08:30,+8801969926075,Multiple matching accounts,500.00,Expense,DPDC,,"Dear Customer, Tk. 500 (Details : Energy Cost:478.56,VAT:23.81:Rebate Amount-2.37) is successfully recharged for Meter no 70039035 and Customer no 32205988. Your meter balance is Tk. 468.01 as on 2025-02-07.  Thanking You,  DPDC."
2025-02-07 23:52,16216,SMS could not be parsed: NotATransaction,,,,,Tk500.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:5141612336 Fee: Tk.00 Date:07-FEB-25 11:52:37 pm.
2025-02-07 14:56,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0207142632121836. 1513925415 has recharged your account with 20 Taka. 
2025-02-07 14:56,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***302 Tk500.00 Fee: Tk.00, Your A/C Balance: Tk505.00.TxnId:5139466359 Date:07-FEB-25 02:56:00 pm. Download https://bit.ly/nexuspay"
2025-02-06 14:44,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0206141422158748. 1513925415 has recharged your account with 30 Taka. 
2025-02-01 20:48,telecharge,Multiple matching accounts,25.00,Expense,,,Transaction ID is 0201201754151144. 1513925315 has recharged your account with 25 Taka. 
2025-02-01 18:35,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0201180511145779. 1513925313 has recharged your account with 20 Taka. 
2025-01-30 18:34,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0130180348134054. 1513925418 has recharged your account with 20 Taka. 
2025-01-28 18:12,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0128174246113722. 1513925418 has recharged your account with 20 Taka. 
2025-01-26 18:22,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0126175226179046. 1513925418 has recharged your account with 30 Taka. 
2025-01-24 17:29,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0124165948168538. 1513925418 has recharged your account with 20 Taka. 
2025-01-22 18:19,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0122174956149146. 1513925415 has recharged your account with 20 Taka. 
2025-01-20 17:21,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0120165136114997. 1513925418 has recharged your account with 30 Taka. 
2025-01-18 09:08,telecharge,Multiple matching accounts,25.00,Expense,,,Transaction ID is 0118083933154283. 1513925418 has recharged your account with 25 Taka. 
2025-01-15 23:31,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0115230151199009. 1513925418 has recharged your account with 20 Taka. 
2025-01-14 09:23,telecharge,Multiple matching accounts,25.00,Expense,,,Transaction ID is 0114085423170999. 1513925418 has recharged your account with 25 Taka. 
2025-01-14 08:30,+8801969926075,Multiple matching accounts,500.00,Expense,DPDC,,"Dear Customer, Tk. 500.0 (Details : Energy Cost:478.56,VAT:23.81:Rebate Amount-2.37) is successfully recharged for Meter no 70039035 and Customer no 32205988. Your meter balance is Tk. 235.71 as on 2025-01-13.  Thanking You,  DPDC."
2025-01-13 23:39,bKashNotice,SMS could not be parsed: NotATransaction,,,,,Bill successfully paid. Biller: DPDC (Prepaid) Contact: 01581047578 A/C: 32205988 Amount: Tk 500.0 Fee: Tk 0.0 TrxID: CAD9VDR0R1 at 13/01/25 11:38PM
2024-11-27 18:55,FACEBOOK,SMS could not be parsed: NoAmountFound,,,,,Enter 596983 on Facebook to verify your account.
2024-11-10 18:09,16216,SMS could not be parsed: NotATransaction,,,,,"Tk1,000.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4931471056 Fee: Tk.00 Date:10-NOV-24 06:09:36 pm."
2024-11-10 17:16,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 018135574002 Tk1,000.00 Fee: Tk.00, Your A/C Balance: Tk1,005.00.TxnId:4931291638 Date:10-NOV-24 05:16:46 pm. Download https://bit.ly/nexuspay"
2024-10-27 17:00,16222,SMS could not be parsed: NotATransaction,,,,,Sorry! Your current balance is Tk.21.5 but required amount is Tk.223. Please refill your account and try again.
2024-10-26 18:38,16216,SMS could not be parsed: NotATransaction,,,,,"Tk1,000.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4894936283 Fee: Tk.00 Date:26-OCT-24 06:38:17 pm."
2024-09-24 20:58,16216,SMS could not be parsed: NotATransaction,,,,,Tk500.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4822405660 Fee: Tk.00 Date:24-SEP-24 08:58:28 pm.
2024-09-24 17:07,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 018818632072 Tk500.00 Fee: Tk.00, Your A/C Balance: Tk505.00.TxnId:4821355029 Date:24-SEP-24 12:33:35 pm. Download https://bit.ly/nexuspay"
2024-09-19 11:40,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 018574080809 Tk1,000.00 Fee: Tk.00, Your A/C Balance: Tk1,005.00.TxnId:4811973297 Date:19-SEP-24 11:31:03 am. Download https://bit.ly/nexuspay"
2024-08-01 17:35,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 018130368695 Tk1,000.00 Fee: Tk.00, Your A/C Balance: Tk1,005.00.TxnId:4702338976 Date:01-AUG-24 05:35:37 pm. Download https://bit.ly/nexuspay"
2024-07-27 17:52,16216,SMS could not be parsed: NotATransaction,,,,,Tk580.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4693043903 Fee: Tk.00 Date:27-JUL-24 05:52:17 pm.
2024-07-27 17:33,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 013335959302 Tk600.00 Fee: Tk.00, Your A/C Balance: Tk605.00.TxnId:4693035341 Date:27-JUL-24 05:33:16 pm. Download https://bit.ly/nexuspay"
2024-07-06 18:57,16216,SMS could not be parsed: NotATransaction,,,,,"Tk1,000.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4651661807 Fee: Tk.00 Date:06-JUL-24 06:57:14 pm."
2024-07-06 18:42,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 013335959302 Tk1,000.00 Fee: Tk.00, Your A/C Balance: Tk1,005.00.TxnId:4651576924 Date:06-JUL-24 06:42:24 pm. Download https://bit.ly/nexuspay"
2024-06-25 18:46,16216,SMS could not be parsed: NotATransaction,,,,,Tk500.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4628045321 Fee: Tk.00 Date:25-JUN-24 06:46:55 pm.
2024-06-25 17:58,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 013335959302 Tk500.00 Fee: Tk.00, Your A/C Balance: Tk505.00.TxnId:4627909445 Date:25-JUN-24 05:58:06 pm. Download https://bit.ly/nexuspay"
2024-06-01 19:43,16216,SMS could not be parsed: NotATransaction,,,,,"Tk1,000.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4565475061 Fee: Tk.00 Date:01-JUN-24 07:43:24 pm."
2024-06-01 19:26,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 013335959302 Tk1,000.00 Fee: Tk.00, Your A/C Balance: Tk1,005.00.TxnId:4565360788 Date:01-JUN-24 07:26:30 pm. Download https://bit.ly/nexuspay"
2024-05-20 17:38,16216,SMS could not be parsed: NotATransaction,,,,,Tk500.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4542645825 Fee: Tk.00 Date:20-MAY-24 05:38:02 pm.
2024-05-20 17:33,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 013335959302 Tk500.00 Fee: Tk.00, Your A/C Balance: Tk505.00.TxnId:4542642436 Date:20-MAY-24 05:33:52 pm. Download https://bit.ly/nexuspay"
2024-05-02 21:43,16216,SMS could not be parsed: NotATransaction,,,,,"Tk1,000.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4502253747 Fee: Tk.00 Date:02-MAY-24 09:42:40 pm."
2024-05-02 20:52,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 018135574002 Tk1,000.00 Fee: Tk.00, Your A/C Balance: Tk1,005.00.TxnId:4502268374 Date:02-MAY-24 08:52:12 pm. Download https://bit.ly/nexuspay"
2024-04-20 18:09,16216,SMS could not be parsed: NotATransaction,,,,,Tk500.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4478259186 Fee: Tk.00 Date:20-APR-24 06:09:27 pm.
2024-04-20 17:54,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 018135574002 Tk700.00 Fee: Tk.00, Your A/C Balance: Tk725.00.TxnId:4478153674 Date:20-APR-24 05:54:04 pm. Download https://bit.ly/nexuspay"
2024-04-06 23:38,16216,SMS could not be parsed: NotATransaction,,,,,Tk500.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4446415050 Fee: Tk.00 Date:06-APR-24 11:38:04 pm.
2024-04-06 23:36,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 017749513394 Tk500.00 Fee: Tk.00, Your A/C Balance: Tk525.00.TxnId:4446298196 Date:06-APR-24 11:04:33 pm. Download https://bit.ly/nexuspay"
2024-04-06 00:04,bKash,SMS could not be parsed: NoAmountFound,,,,,"Sorry! We are unable to proceed your bKash Account Registration. Please visit nearest bKash Center. For help, call 16247"
2024-04-06 00:01,bKash,SMS could not be parsed: NoAmountFound,,,,,<#> Your registration reference number is 987059. Expires in 2 minutes. UF94P3E4E4E76P3
2024-04-04 00:45,bKash,SMS could not be parsed: NoAmountFound,,,,,<#> Your registration reference number is 858253. Expires in 2 minutes. CJ9C4O144R3Z4O1
2024-04-02 07:13,bKash,SMS could not be parsed: NoAmountFound,,,,,<#> Your registration reference number is 363881. Expires in 2 minutes. Z02I380OAK5Z02I
2024-04-02 07:10,bKash,SMS could not be parsed: NoAmountFound,,,,,<#> Your registration reference number is 633288. Expires in 2 minutes. FKQ6JM974M97FWF
2024-03-23 09:38,16216,SMS could not be parsed: NotATransaction,,,,,Tk500.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4408227022 Fee: Tk.00 Date:23-MAR-24 09:38:07 am.
2024-03-22 22:13,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 018135574002 Tk100.00 Fee: Tk.00, Your A/C Balance: Tk545.00.TxnId:4407879987 Date:22-MAR-24 10:13:25 pm. Download https://bit.ly/nexuspay"
2024-03-21 21:33,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 018135574002 Tk440.00 Fee: Tk.00, Your A/C Balance: Tk445.00.TxnId:4406023950 Date:21-MAR-24 09:33:51 pm. Download https://bit.ly/nexuspay"
2024-03-04 18:42,16216,SMS could not be parsed: NotATransaction,,,,,"Tk1,950.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:4363606556 Fee: Tk.00 Date:04-MAR-24 06:42:20 pm."
2024-03-04 18:37,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: 017749513394 Tk2,000.00 Fee: Tk.00, Your A/C Balance: Tk2,010.00.TxnId:4363551039 Date:04-MAR-24 06:37:42 pm. Download https://bit.ly/nexuspay"
2023-08-27 11:09,bKash,SMS could not be parsed: NoAmountFound,,,,,"Priyo Agent Number:
R S Food Corner 01813235078"
2023-08-27 04:00,bKash,Multiple matching accounts,4190.24,Income,,AHR5PLOME9,"You have received remittance via Pubali Bank Limited
Total amount: Tk 4,190.24
Principal: Tk 4088.04
Govt. incentive: Tk 102.20
TrxID AHR5PLOME9 at 27/08/2023 04:00."
2023-08-20 15:21,bKash,SMS could not be parsed: NotATransaction,,,,,"Bill successfully paid.
Biller: 01309108507 
MMYYYY/Contact: 072023
A/C: 2202122250147 
Amount: Tk 3,875.00 
Fee: Tk 50.38 
TrxID: AHK6IN4VX2 at 20/08/2023 15:21"
2023-08-20 15:20,bKash,Multiple matching accounts,4000.00,Income,01931111331,AHK3IN3COX,"Cash In Tk 4,000.00 from 01931111331 successful. Fee Tk 0.00. Balance Tk 4,007.35. TrxID AHK3IN3COX at 20/08/2023 15:20. Download App: https://bKa.sh/8app"
2023-08-06 13:05,bKash,Multiple matching accounts,20.00,Expense,,AH623D2A1S,Received Recharge request of Tk 20.00 for 01581047578. Fee Tk 0.00. Balance Tk 7.35. TrxID AH623D2A1S at 06/08/2023 13:03. Wait for confirmation.
2023-08-06 09:20,bKash,SMS could not be parsed: NoAmountFound,,,,,"Congratulations! R S Food Corner 01813235078 has been added successfully as Priyo Agent Number for Cash Out.

1 Priyo Agent number can be added in a calendar month."
2023-08-06 09:13,bKash,Multiple matching accounts,2000.00,Income,01322656996,AH6233OTIU,"Cash In Tk 2,000.00 from 01322656996 successful. Fee Tk 0.00. Balance Tk 2,006.41. TrxID AH6233OTIU at 06/08/2023 09:13. Download App: https://bKa.sh/8app"
2023-08-03 16:06,bKash,Multiple matching accounts,3000.00,Income,01322656996,AH330GJO5J,"Cash In Tk 3,000.00 from 01322656996 successful. Fee Tk 0.00. Balance Tk 3,000.80. TrxID AH330GJO5J at 03/08/2023 16:06. Download App: https://bKa.sh/8app"
2023-08-02 18:08,+8801958049401,SMS could not be parsed: NoAmountFound,,,,,"AHZ Associates cordially invites you to attend IELTS and UK education Expo on 12th of August ( Saturday) at British Council - 5 Fuller Road, Dhaka from 10am to 5 pm.
Map: https://goo.gl/maps/1a3J1QcQ56XDpgKE8

Please bring your documents with you. Thank you!

Sharmin Afroz Linda
+8801958049401
dhaka3@ahzassociates.co.uk
Office address Rupayan Prime, Level -7, Road-7, Green Road, Dhanmondi "
2023-07-27 11:06,bKash,SMS could not be parsed: NotATransaction,,,,,"Bill successfully paid.
Biller: DPDCpostpaid 
MMYYYY/Contact: N/A
A/C: 32205988 
Amount: Tk 984.00 
Fee: Tk 0.00 
TrxID: AGR1PW0JIH at 27/07/2023 11:06"
2023-07-27 10:45,bKash,Multiple matching accounts,1000.00,Income,01680802110,AGR2PV2KDQ,"Cash In Tk 1,000.00 from 01680802110 successful. Fee Tk 0.00. Balance Tk 1,000.80. TrxID AGR2PV2KDQ at 27/07/2023 10:45. Download App: https://bKa.sh/8app"
2023-06-29 22:14,bKash,Multiple matching accounts,10.00,Expense,,AFT7VN05UN,Received Recharge request of Tk 10.00 for 01581047578. Fee Tk 0.00. Balance Tk 20.80. TrxID AFT7VN05UN at 29/06/2023 22:13. Wait for confirmation.
2023-06-24 19:27,bKash,SMS could not be parsed: NotATransaction,,,,,"Bill successfully paid.
Biller: DPDCpostpaid 
MMYYYY/Contact: N/A
A/C: 32205988 
Amount: Tk 859.00 
Fee: Tk 0.00 
TrxID: AFO0P3GI7G at 24/06/2023 19:27"
2023-06-24 18:40,bKash,Multiple matching accounts,900.00,Income,01680802110,AFO7P13XT1,Cash In Tk 900.00 from 01680802110 successful. Fee Tk 0.00. Balance Tk 904.80. TrxID AFO7P13XT1 at 24/06/2023 18:40. Download App: https://bKa.sh/8app
2023-04-28 23:27,FlexiLoad,SMS could not be parsed: NotATransaction,,,,,"207X:Account refilled TK 20. Transaction ID:BD04282327190121.
Click mygp.li/pack to get exclusive bonus on your favorite internet packs from MyGP."
2023-04-27 15:44,bKash,SMS could not be parsed: NoAmountFound,,,,,"Congratulations! 01814711242 8801814711242 has been added successfully as a Priyo number. 

Up to 5 customer numbers can be added in a calendar month."
2023-04-25 13:19,bKash,Multiple matching accounts,500.00,Expense,01830400155,ADP9T3JKG7,"Cash Out Tk 500.00 to 01830400155 successful. Fee Tk 9.25. Balance Tk 8,720.61. TrxID ADP9T3JKG7 at 25/04/2023 13:19. Cash Out from Priyo Agent at 1.49%"
2023-04-22 21:28,bKash,SMS could not be parsed: NoAmountFound,,,,,"Congratulations! Hasan Vi 8801627711686 has been added successfully as a Priyo number. 

Up to 5 customer numbers can be added in a calendar month."
2023-04-21 10:54,bKash,Multiple matching accounts,9526.02,Income,,ADL4OQPDJM,"You have received remittance via Pubali Bank Limited
Total amount: Tk 9,526.02
Principal: Tk 9293.68
Govt. incentive: Tk 232.34
TrxID ADL4OQPDJM at 21/04/2023 10:54."
2023-04-07 16:21,bKash,Multiple matching accounts,1700.00,Income,iBanking of,AD718C44XP,"You have received deposit from iBanking of Tk 1,700.00 from Islami Bank. Fee Tk 0.00. Balance Tk 1,729.17. TrxID AD718C44XP at 07/04/2023 16:21"
2023-04-05 10:27,bKash,SMS could not be parsed: NoAmountFound,,,,,"Congratulations! Bismillah Telecom 01680802110 has been added successfully as Priyo Agent Number for Cash Out.

1 Priyo Agent number can be added in a calendar month."
2023-04-05 05:54,bKash,Multiple matching accounts,9526.02,Income,,AD515JLH0T,"You have received remittance via Pubali Bank Limited
Total amount: Tk 9,526.02
Principal: Tk 9293.68
Govt. incentive: Tk 232.34
TrxID AD515JLH0T at 05/04/2023 05:53."
2023-04-03 15:15,bKash,Multiple matching accounts,15.00,Expense,,AD353SGF49,"Received Recharge request of Tk 15.00 for 01581047578. Fee Tk 0.00. Balance Tk 1,002.37. TrxID AD353SGF49 at 03/04/2023 15:13. Wait for confirmation."
2023-04-03 11:02,bKash,Multiple matching accounts,27.00,Expense,,AD373I35C1,"Received Recharge request of Tk 27.00 for 01581047578. Fee Tk 0.00. Balance Tk 1,017.37. TrxID AD373I35C1 at 03/04/2023 11:00. Wait for confirmation."
2023-04-01 11:37,bKash,Multiple matching accounts,1000.00,Expense,01629898212,AD151F1QLB,"Send Money Tk 1,000.00 to 01629898212 successful. Ref rayhan. Fee Tk 5.00. Balance Tk 1,044.37. TrxID AD151F1QLB at 01/04/2023 11:37"
2023-03-23 06:34,bKash,SMS could not be parsed: NotATransaction,,,,,"Bill successfully paid.
Biller: DPDCpostpaid 
MMYYYY/Contact: N/A
A/C: 32205988 
Amount: Tk 475.00 
Fee: Tk 0.00 
TrxID: ACN5PFAD4D at 23/03/2023 06:34"
2023-03-18 10:16,+8809604900000,SMS could not be parsed: NoAmountFound,,,,,"Dear Md Kazi,
Your Appointment is booked today at UK Education Fair at AHZ Dhanmondi Office (6th Floor, House# 02, Rupayan Prime, Road# 07, Green Rd, Dhanmondi). Join us to avail up to 100% Cashback on IELTS & up to £10,000 in Scholarships*.
Hope to see you at the Fair In sha Allah- https://tinyurl.com/5fwd9snj
- AHZ Associates"
2023-02-19 10:02,+8809604900000,SMS could not be parsed: NoAmountFound,,,,,"Dear Md Kazi,
Today you have an appointment to meet University representatives to study in the UK with scholarships (12PM-5PM).
AHZ Associates Dhanmondi Office
(6th Floor), House# 02, Rupayan Prime, Road# 07, Green Rd
Inquiry: 01713558205"
2023-02-18 17:44,+8809604900000,SMS could not be parsed: NoAmountFound,,,,,"Dear Md Kazi,
You are invited to meet University representatives directly to study in the UK with scholarships on 19th February (12PM-5PM).
AHZ Associates Dhanmondi Office
(6th Floor), House# 02, Rupayan Prime, Road# 07, Green Rd
Inquiry: 01713558205"
2023-02-14 09:32,+8809604900000,SMS could not be parsed: NoAmountFound,,,,,"Dear Md Kazi,
Today you have an appointment to meet representatives with London South Bank University between (11AM-5PM). Please come and avail the opportunity to study in the UK with maximum Scholarships.
AHZ Associates Dhanmondi Office
(6th Floor), House# 02, Rupayan Prime, Road# 07 Green Rd
Inquiry: 01713558207"
2023-02-13 19:06,+8809604900000,SMS could not be parsed: NoAmountFound,,,,,"Dear Md Kazi,
You are invited to meet representatives from London South Bank University and get maximum scholarships to study in the UK on 14th February (11AM-5PM)
AHZ Associates Dhanmondi Office
(6th Floor), House# 02, Rupayan Prime, Road# 07 Green Rd, Dhanmondi
Inquiry: 01713558207"
2022-12-29 13:28,+8801322912090,SMS could not be parsed: NoAmountFound,,,,,"Greetings from AH&Z Associates.  If you want to study in the UK and need expert assistance then please visit our office directly. We are open from 10 AM to 6:30 PM.

Fabiya Rahman 
Education Consultant

Address: Rupayan Prime (7th Floor),
House# 02, Road# 07, Green Road,
Dhanmondi- 1205 Dhaka.
Email: dhaka1@ahzassociates.co.uk
For Any other enquiry
Call us: 01322912090
Thank you"
2022-12-28 16:03,+8801313444857,SMS could not be parsed: NoAmountFound,,,,,"Monika Akter 
AHZ Associates 

Thank you for showing interest.

Please send your,
1. All academic documents  (SSC/HSC/Bachelor/Master's Certificates & transcripts)
2. Passport Copy
3. Updated CV
4. English Proficiency Certificate(IELTS/MOI/PTE)
At
dhaka5@ahzassociates.co.uk
Or,WhatsApp: 01313444857

If you want to visit our office directly,

Address:
Rupayan Prime (7th Floor), House# 02, Road# 07, Green Road,
Dhanmondi- 1205 Dhaka.
For Any other enquiry
Call us: 01313444857
Thank you"
2022-11-27 14:45,bKash,SMS could not be parsed: NotATransaction,,,,,"Bill successfully paid.
Biller: DPDCpostpaid 
MMYYYY/Contact: N/A
A/C: 32205988 
Amount: Tk 354.00 
Fee: Tk 0.00 
TrxID: 9KR5A60EGT at 27/11/2022 14:45"
2022-11-17 16:57,bKash,SMS could not be parsed: NotATransaction,,,,,"Bill successfully paid.
Biller: 01309108507 
MMYYYY/Contact: 102022
A/C: 1021616734 
Amount: Tk 5.00 
Fee: Tk 0.06 
TrxID: 9KH81JRH54 at 17/11/2022 16:57"
2022-11-15 16:33,bKash,SMS could not be parsed: NotATransaction,,,,,"Bill successfully paid.
Biller: 01309108507 
MMYYYY/Contact: 102022
A/C: 1021628229 
Amount: Tk 5.00 
Fee: Tk 0.06 
TrxID: 9KF7WRHULZ at 15/11/2022 16:33"
